ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,video_url
55712,Kicks Leg Bent,Strength,Hips,Body weight,Female,Gluteus Maximus,"Hamstrings, Rectus Abdominis",https://gymvisual.com/modules/productmedia/uploads/05571201kickslegbenthipsfixview.mp4
56012,Kneeling Hip Flexor (female),Strength,Thighs,Body weight,Female,"Gluteus Maximus, Quadriceps",,https://gymvisual.com/modules/productmedia/uploads/05601201kneelinghipflexorfemalethighsview.mp4
56212,Landmine 180,Strength,Waist,Leverage machine,Male,Obliques,Rectus Abdominis,https://gymvisual.com/modules/productmedia/uploads/7c53d10d7296a9ae10a6643fdbf9a414.mp4
56412,Lateral Box Jump (female),Aerobic,Plyometrics,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/05641201lateralboxjumpfemaleplyometricsview.mp4
56612,Lateral Step-up (female),Strength,Thighs,Body weight,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gastrocnemius, Soleus",https://gymvisual.com/modules/productmedia/uploads/05661201lateralstepupfemalethighsview.mp4
56912,Leg Curl (on stability ball),Strength,Thighs,Stability ball,Female,Hamstrings,"Gastrocnemius, Sartorius, Soleus",https://gymvisual.com/modules/productmedia/uploads/024eacd2587b4a0509ceb451a6285d7e.mp4
57112,Lever Single Arm Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/163cb6d40bd294a41d0a31df3ddc2286.mp4
57212,Lever Assisted Chin-up,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/05721201leverassistedchinupbackview.mp4
57312,Lever Back Extension,Strength,Back,Leverage machine,Male,Erector Spinae,,https://gymvisual.com/modules/productmedia/uploads/2922a239a7d5ffe7043998b262a0e91c.mp4
57412,Lever Bent over Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/b8a393bdae623ae187327bfc8d6320f1.mp4
57512,Lever Bicep Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,Biceps Brachii,https://gymvisual.com/modules/productmedia/uploads/05751201leverbicepcurlupperarmsview.mp4
57612,Lever Chest Press (plate loaded),Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/b424fa1b117cd43e8a7dd596b18aea28.mp4
57712,Lever Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",
57812,Lever Deadlift (plate loaded),Strength,"Hips, Thighs",Leverage machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/148dcded07783c1eaf9a762acbba8738.mp4
57912,Lever Front Pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/a681afa94678136ddc242ecfc57bd8af.mp4
58012,Lever Gripless Shrug,Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers,https://gymvisual.com/modules/productmedia/uploads/05801205preview.mp4
58112,Lever High Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",
58212,Lever Kneeling Leg Curl (plate loaded),Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Soleus",https://gymvisual.com/modules/productmedia/uploads/05821205preview.mp4
58312,Lever Kneeling Twist,Strength,Waist,Leverage machine,Male,Obliques,,https://gymvisual.com/modules/productmedia/uploads/05831201leverkneelingtwistwaistfixview.mp4
58412,Lever Lateral Raise,Strength,Shoulders,Leverage machine,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/afacb4ec59d0376759da805739dfdf56.mp4
58512,Lever Leg Extension,Strength,Thighs,Leverage machine,Male,Quadriceps,,https://gymvisual.com/modules/productmedia/uploads/2610f03b996ed06b27cb02fdc2b1bde3.mp4
58612,Lever Lying Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Soleus",https://gymvisual.com/modules/productmedia/uploads/05861201leverlyinglegcurlthighsfixview.mp4
58712,Lever Military Press (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/7952ec78de0e754a9aa9f285423d9d28.mp4
58812,Lever Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/b18989b0e86c7e3950cc4fbd80df6765.mp4
59012,Lever One Arm Shoulder Press (plate loaded),Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/05901201leveronearmshoulderpressplateloadedshouldview.mp4
59212,Lever Preacher Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/1c373350bfe7b374ebb856dd516dd6ec.mp4
59312,Lever Reverse Hyperextension (plate loaded),Strength,Hips,Leverage machine,Male,Gluteus Maximus,Hamstrings,
59412,Lever Seated Calf Raise (plate loaded),Strength,Calves,Leverage machine,Male,Soleus,Gastrocnemius,https://gymvisual.com/modules/productmedia/uploads/28912f834d465f49c816a2d0afd97bad.mp4
59512,Lever Seated Crunch (chest pad),Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/3a9c68f2a9587093f370a7842fc9af13.mp4
59612,Lever Seated Fly,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Pectoralis Major Clavicular Head, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/62ce231b3374dba2971b8cda623c8187.mp4
59712,Lever Seated Hip Abduction,Strength,Hips,Leverage machine,Male,"Gluteus Maximus, Gluteus Medius",Tensor Fasciae Latae,https://gymvisual.com/modules/productmedia/uploads/6f7b7eebabd3ea185cb0a8173921df24.mp4
59812,Lever Seated Hip Adduction,Strength,Hips,Leverage machine,Male,"Adductor Longus, Adductor Magnus","Adductor Brevis, Gracilis",https://gymvisual.com/modules/productmedia/uploads/ef82ec123c97511d5fc46e0a4a0c0ae4.mp4
59912,Lever Seated Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Sartorius",https://gymvisual.com/modules/productmedia/uploads/8ac1d74c13ef5993515b57ff15407dc5.mp4
60012,Lever Seated Leg Raise Crunch (plate loaded),Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/06001201leverseatedlegraisecrunchplateloadedwaistview.mp4
60112,Lever Seated Reverse Fly (parallel grip),Strength,Shoulders,Leverage machine,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/95f9a77a3447cae9016191402f5b8804.mp4
60212,Lever Seated Reverse Fly,Strength,Shoulders,Leverage machine,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/a4d73f1ccc709a237bf98e933ed990c9.mp4
60412,Lever Shrug (plate loaded),Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,"Levator Scapulae, Trapezius Middle Fibers",
60512,Lever Standing Calf Raise,Strength,Calves,Leverage machine,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/06051201leverstandingcalfraisecalffixview.mp4
60612,Lever T-bar Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/3c634969ea32efdc986c2b192a835554.mp4
60712,Lever Triceps Extension,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/875e9c143f050656d32ff0caabe71227.mp4
61212,Lunge (female),Strength,"Hips, Thighs",Body weight,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/9814eead821dd3c87ac93739064822ce.mp4
61312,Lying (side) Quadriceps Stretch,Stretching,Thighs,Body weight,Male,Quadriceps,,https://gymvisual.com/modules/productmedia/uploads/06131201lyingsidequadricepsstretchthighsview.mp4
61412,Lying Alternate Hip Extension,Strength,Hips,Body weight,Female,Gluteus Maximus,Hamstrings,https://gymvisual.com/modules/productmedia/uploads/06141205preview.mp4
61512,Lying Crossover Stretch (female),Stretching,Hips,Body weight,Female,Obliques,,https://gymvisual.com/modules/productmedia/uploads/06151201lyingcrossoverstretchfemalehipsview.mp4
61812,Lying Hip Lift (on stability ball),Strength,Hips,Stability ball,Female,Gluteus Maximus,Hamstrings,https://gymvisual.com/modules/productmedia/uploads/06181201lyinghipliftonstabilityballhipsfixview.mp4
61912,Lying Hip Straight Leg Raise (female),Strength,Hips,Body weight,Female,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/f8deffb75b62cac9474b21e1d0e28b90.mp4
62012,Lying Leg Raise Flat Bench,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Gluteus Maximus, Pectineous, Quadriceps, Sartorius",https://gymvisual.com/modules/productmedia/uploads/06201201lyinglegraiseflatbenchwaistview.mp4
62112,Lying Scissor Crunch (female),Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/33f5a0ffda043792939630ed7f054cd0.mp4
62212,Lying Scissor Kick (female),Strength,Hips,Body weight,Female,Iliopsoas,"Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/06221201lyingscissorkickfemalehipsview.mp4
62512,Medicine Ball Sit-up (wall),Strength,Waist,Medicine Ball,Female,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Posterior, Obliques, Pectineous, Quadriceps, Sartorius, Teres Major",https://gymvisual.com/modules/productmedia/uploads/06251201medicineballsitupwallwaistfixview.mp4
62612,Middle Back Stretch,Stretching,Waist,Body weight,Female,Obliques,Iliopsoas,
62912,Mountain Climber Lunge (female),Aerobic,Plyometrics,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/06291201mountainclimberlungefemaleplyometricsview.mp4
63012,Mountain Climber,Aerobic,Cardio,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/bf0789239ad1f61e3b7bd92e0d0cfbb1.mp4
63112,Muscle-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Obliques, Rectus Abdominis, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/06311201muscleupbackview.mp4
63512,Oblique Crunches Floor,Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis,https://gymvisual.com/modules/productmedia/uploads/54e32308b2cd0856e5ecd95cd120e400.mp4
63612,Olympic Barbell Hammer Curl,Strength,Forearms,Olympic barbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/a62cc14fd6e871b883255a138c2befc8.mp4
63712,Olympic Barbell Triceps Extension,Strength,Upper Arms,Olympic barbell,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/06371201olympicbarbelltricepsextensionupperarmsfixview.mp4
64112,Otis-Up,Strength,Waist,Weighted,Male,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Sartorius",https://gymvisual.com/modules/productmedia/uploads/34dac03c0a2801d1ff0b8b8108aae80b.mp4
64312,Overhead Triceps Stretch,Stretching,Upper Arms,Body weight,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/93defffeb000d9171a1cb1f447e443e2.mp4
64412,Place Jog (female),Aerobic,Cardio,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/06441201placejogfemalecardioview.mp4
64612,Plyo Side Lunge Stretch (female),Stretching,Hips,Body weight,Female,"Adductor Longus, Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/b20e9902763e007923c787f8f8af25e0.mp4
64712,Plyo Sit Squat (wall),Strength,Thighs,Body weight,Male,"Gastrocnemius, Quadriceps, Soleus",Adductor Magnus,https://gymvisual.com/modules/productmedia/uploads/06471201plyositsquatwallthighsview.mp4
64812,Power Clean,Strength,Thighs,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus, Triceps Brachii",,
65012,Pull-In (on stability ball),Strength,Waist,Stability ball,Male,"Iliopsoas, Rectus Abdominis","Obliques, Pectineous, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/986f2a289e5c17125e664a1c8cfb9507.mp4
65112,Pull-up (wide grip),Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers",https://gymvisual.com/modules/productmedia/uploads/06511201pullupwidegripbackfixview.mp4
65212,Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/d0c29b4b6fe8e04b0d4af12b411f66b1.mp4
65312,Push-up (bosu ball),Strength,Chest,Bosu ball,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/6a6fb413f18ad542ff731adab2877c31.mp4
65812,Push-up (wall),Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/37c71104fc18cda703dfc690d3f28cfc.mp4
66212,Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",
66312,Push-Up Medicine Ball,Strength,Chest,Medicine Ball,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/34269df4bca441ec24afa83692f37e64.mp4
66412,Push-up to Side Plank,Strength,Chest,Body weight,Male,"Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Iliopsoas, Pectineous, Rectus Abdominis, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/06641201pushuptosideplankchestview.mp4
66512,Push-up (female),Strength,Chest,Body weight,Female,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/375e23c9b2b7222d999ed1919e43032f.mp4
66712,Raise Single Leg Push up (female),Strength,Chest,Body weight,Female,Pectoralis Major Sternal Head,"Deltoid Anterior, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/06671201raisesinglelegpushupfemalechestfixview.mp4
66812,Rear Decline Bridge,Strength,Waist,Body weight,Male,Gluteus Maximus,"Hamstrings, Quadriceps",https://gymvisual.com/modules/productmedia/uploads/446fa746863be3f61c5a854cc01f0248.mp4
66912,Rear Deltoid Stretch,Stretching,Shoulders,Body weight,Male,Deltoid Posterior ,,https://gymvisual.com/modules/productmedia/uploads/8e806f46885e65fc18ab6e276604736b.mp4
67112,Reverse Crunch (female),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/4cc1c30b1c6614b02d24164528d2089a.mp4
67212,Reverse Dip,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/ea06dc1fcb5aa59c2236df714d1d5b94.mp4
67312,Lever reverse-grip lat pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/079dcdec797d93d52206802c3ad7ee77.mp4
67412,Reverse grip Pull-up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major",https://gymvisual.com/modules/productmedia/uploads/06741201reversegrippullupbackfixview.mp4
67612,Reverse Lunge (leg kick) (female),Strength,"Hips, Thighs",Body weight,Female,"Gluteus Maximus, Quadriceps","Adductor Magnus, Hamstrings",https://gymvisual.com/modules/productmedia/uploads/06761201reverselungelegkickfemalethighsfix2view.mp4
67712,Ring Dip,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/06771201ringdipupperarmsview.mp4
67812,Rocky Pull-up Pulldown,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/06781201rockypulluppulldownbackview.mp4
67912,Rolling Bridge (female),Strength,Waist,Body weight,Female,"Obliques, Rectus Abdominis","Adductor Brevis, Adductor Longus, Deltoid Anterior, Gluteus Maximus, Iliopsoas, Pectineous, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Sartorius",https://gymvisual.com/modules/productmedia/uploads/06791201rollingbridgefemalewaistfixview.mp4
