ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,video_url
122512,Standing Plate Press,Strength,Chest,Body weight,Male,Deltoid Anterior,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/12251201standingplatepresschestview.mp4
122712,Cable Standing One Arm Tricep Pushdown (Overhand Grip),Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/12271201cablestandingonearmtriceppushdownoverhandgview.mp4
122812,Dumbbell Standing Inner Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,Brachialis,https://gymvisual.com/modules/productmedia/uploads/12281201dumbbellstandinginnerbicepscurlupperarmsview.mp4
122912,Cable Standing Lat Pushdown (rope equipment),Strength,Back,Cable,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/736e0af0ba0004e97635afab5bfa4443.mp4
123012,Dumbbell Standing Alternate Vertical Front Raises,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/12301201dumbbellstandingalternateverticalfrontraisesview.mp4
123312,Dumbbell Incline Alternate Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/12331201dumbbellinclinealternatehammercurlupperarmsview.mp4
123612,Dumbbell One Arm Row (rack support),Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/27dfba0d9f47892cb570fb2890616770.mp4
123712,Lever Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/12371201leverrowplateloadedbackview.mp4
124112,Bird Dog (male),Strength,Back,Body weight,Male,"Erector Spinae, Gluteus Maximus","Deltoid Anterior, Hamstrings",https://gymvisual.com/modules/productmedia/uploads/bd05bc477a8da57d706ceeb91d37c96c.mp4
124212,Crunch (on bosu ball),Strength,Waist,Bosu ball,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/e32974748b84b66cdc9490c698fd76b4.mp4
124412,Flutter Kicks (version 3),Strength,"Hips, Waist",Body weight,Male,Iliopsoas,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/ecfc9d45e8ea8e5508acc761c2400fe6.mp4
124512,Lying Leg Raise and Hold,Strength,Waist,Body weight,Male,Iliopsoas,"Quadriceps, Rectus Abdominis",https://gymvisual.com/modules/productmedia/uploads/454e46f620e3923b2b12797f8bdb02a8.mp4
124612,Hollow Hold,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius",https://gymvisual.com/modules/productmedia/uploads/3e07290a7c484d0c381f165ad43e8b48.mp4
124712,Russian Twist (with medicine ball),Strength,Waist,Medicine Ball,Male,Obliques,Rectus Abdominis,https://gymvisual.com/modules/productmedia/uploads/3ae67e01d8f44345d90deaebf8e055e9.mp4
124812,Half Wipers (bent leg),Strength,Waist,Body weight,Male,Obliques,,https://gymvisual.com/modules/productmedia/uploads/12481201halfwipersbentlegwaistview.mp4
124912,Wipers (straight leg),Strength,Waist,Body weight,Male,Obliques,,https://gymvisual.com/modules/productmedia/uploads/7689414eb79876a8b9e18a6f840e45fb.mp4
125112,By MAJOR GROUPS Muscle body male (rotate),,Full body,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/7690528e9b81a2e90af36a3b4a4b8502.mp4
125212,By MAJOR MUSCLE GROUPS Muscle body (female),,Full body,Body weight,Female,,,https://gymvisual.com/modules/productmedia/uploads/a126427599cb6f8b0e1ac1a929f64711.mp4
125412,Band Bench Press,Strength,Chest,Band,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/12541201bandbenchpresschestview.mp4
125512,Barbell Decline Pullover,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Teres Major",https://gymvisual.com/modules/productmedia/uploads/a0aa3fb6dba57e66af525d7f6dffadb4.mp4
126112,Cable Decline Press,Strength,Chest,Cable,Male,,,https://gymvisual.com/modules/productmedia/uploads/12611201cabledeclinepresschestview.mp4
126912,Cable Standing-Up Straight Crossovers,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://gymvisual.com/modules/productmedia/uploads/e314956b548752b0b585b82c69f94315.mp4
127112,Chest and Front of Shoulder Stretch,Stretching,Chest,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/12711201chestandfrontofshoulderstretchchestview.mp4
127312,Clap Push-Up,Aerobic,Plyometrics,Body weight,Male,,,
127412,Deep Push-Up,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/4361bbaaf1528ce8bff30365de9717c2.mp4
127712,Dumbbell Fly on Exercise Ball,Strength,Chest,"Dumbbell, Stability ball",Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head",https://gymvisual.com/modules/productmedia/uploads/0a6f3043b2372f0d24ab1a7757eda04e.mp4
127812,Dumbbell Incline Fly on Exercise Ball,Strength,Chest,"Dumbbell, Stability ball",Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://gymvisual.com/modules/productmedia/uploads/a520bccdf64ade5e14dd97c582c9ff97.mp4
128112,Dumbbell Incline One Arm Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/12811201dumbbellinclineonearmpresschestview.mp4
128412,Dumbbell Lying Pullover on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/12841201dumbbelllyingpulloveronexerciseballchestview.mp4
129412,Dumbbell Pullover Hip Extension on Exercise Ball,Strength,Chest,Dumbbell,Male,"Gluteus Maximus, Pectoralis Major Sternal Head","Deltoid Posterior, Hamstrings, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/12941201dumbbellpulloverhipextensiononexerciseballcview.mp4
129512,Dumbbell Pullover on Exercise Ball,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/fe3438cbe7c6bd04e2da0c94445ad9ea.mp4
129812,Kettlebell One Arm Floor Press,Strength,Chest,Kettlebell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/12981201kettlebellonearmfloorpresschestview.mp4
129912,Lever Incline Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/12991205leverinclinechestpresschestfix2view.mp4
130012,Lever Decline Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/13001201leverdeclinechestpresschestfixview.mp4
130612,Plyo Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Brachialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii, Wrist Flexors",https://gymvisual.com/modules/productmedia/uploads/13061201-Plyo-Push-Up_Chest_VIEW.mp4
131112,Wide Hand Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/fc6d11354936cbd0382bc3c254cb94a7.mp4
131312,Lever Unilateral Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/13131205preview.mp4
131412,Back Extension on Exercise Ball,Strength,Back,Stability ball,Male,Erector Spinae,,https://gymvisual.com/modules/productmedia/uploads/13141201backextensiononexerciseballbackview.mp4
131712,Barbell Reverse Grip Incline Bench Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://gymvisual.com/modules/productmedia/uploads/fdc4d4084effd6d083827f335b12d87c.mp4
131912,Cable Palm Rotational Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/6a1803769fe4901ef3ee2a39aa14a275.mp4
132012,Cable Rope Crossover Seated Row,Strength,Back,Cable,Male,"Erector Spinae, Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/13201201cableropecrossoverseatedrowbackview.mp4
132312,Cable Rope Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/13231201cableropeseatedrowbackview.mp4
132512,Cable Wide Grip Rear Pulldown Behind Neck,Strength,Back,Cable,Male,Latissimus Dorsi,"Teres Major, Trapezius Lower Fibers",
132612,Chin-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/9bfd8e0c9aa4b2ce2f33108a24804837.mp4
132712,Close-Grip Chin-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/7c150bf8f381736d0303a049b07d863b.mp4
132812,Dumbbell Lying Rear Delt Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/4117e77ebb2d0aa94a1efc036ae68953.mp4
132912,Dumbbell Palm Rotational Bent-Over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/6ac695f87dba6dc1f4669d60118f5286.mp4
133912,Exercise Ball Lat Stretch,Stretching,Back,Body weight,Male,Latissimus Dorsi,,
134212,Exercise Ball Lying Side Lat Stretch,Stretching,Back,Body weight,Male,Latissimus Dorsi,"Deltoid Posterior, Obliques",https://gymvisual.com/modules/productmedia/uploads/b648e1e0283eb23a8f602abb695c4ac1.mp4
134412,EZ-Bar Reverse Grip Bent Over Row,Strength,Back,EZ Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/89d5b66ed3d783cc28af1ed766d31256.mp4
134512,Kettlebell Two Arm Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/13451201kettlebelltwoarmrowbackview.mp4
134612,Kneeling Lat Stretch,Stretching,Back,Body weight,Male,"Latissimus Dorsi, Teres Major, Teres Minor ",,https://gymvisual.com/modules/productmedia/uploads/0914a4a36d0d0f1bd02ed44f31f1a79f.mp4
134712,Lever One Arm Lateral Wide Pulldown (plate loaded),Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Infraspinatus, Levator Scapulae, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/cadf241aad63e3ebaf7a03719aa1ecbd.mp4
134912,Lever Reverse T-Bar Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/4593360c202cddd236a9c334c319fd87.mp4
135012,Lever Seated Row,Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/11e6f6e8ac0a19c01713350ecd14ca21.mp4
135312,Medicine Ball Catch and Overhead Throw,Strength,Back,Medicine Ball,Male,"Latissimus Dorsi, Teres Major, Teres Minor ","Deltoid Anterior, Pectoralis Major Clavicular Head, Rectus Abdominis, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/13531201medicineballcatchandoverheadthrowbackview.mp4
135412,Medicine Ball Overhead Slam,Strength,Waist,Medicine Ball,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Deltoid Anterior, Pectoralis Major Clavicular Head, Rectus Abdominis",https://gymvisual.com/modules/productmedia/uploads/18d4adf413c313060852892e4d7b91fe.mp4
135612,Lever One Arm Lateral High Row,Strength,Back,Leverage machine,Male,,,https://gymvisual.com/modules/productmedia/uploads/13561201leveronearmlateralhighrowbackview.mp4
135712,One Handed Hang Stretch,Stretching,Back,Body weight,Male,"Latissimus Dorsi, Teres Major",,https://gymvisual.com/modules/productmedia/uploads/13571201onehandedhangstretchbackview.mp4
135912,Smith Bent Over Row,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/671bb41d28f7a19517a473aed8515bac.mp4
136212,Sphinx,Strength,Back,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/13621201preview.mp4
136312,Spine Stretch,Stretching,"Back, Hips",Body weight,Male,Erector Spinae,,https://gymvisual.com/modules/productmedia/uploads/04bdfc2453805354aa4da0eb2e3c42d8.mp4
136712,Wide Grip Rear Pull-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers",https://gymvisual.com/modules/productmedia/uploads/f653f0c0a5e77b342520222433b07ec9.mp4
136912,Band Two Legs Calf Raise - (Band under both legs) VERSION 2,Strength,Calves,Band,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/0d89c7cb2c450a2c473814f3ee857e09.mp4
137012,Barbell Floor Calf Raise,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/13701201barbellfloorcalfraisecalvesview.mp4
137212,Barbell Standing Calf Raise,Strength,Calves,Barbell,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/c38a6516f43409e237f34617a634c204.mp4
137312,Bodyweight Standing Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/18b3f27f7b0489d59d037c36fa07bd23.mp4
137612,Cable Standing One Leg Calf Raise,Strength,Calves,Cable,Male,,,https://gymvisual.com/modules/productmedia/uploads/13761201cablestandingonelegcalfraisecalvesview.mp4
137712,Calf Stretch With Hands Against Wall,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus",,https://gymvisual.com/modules/productmedia/uploads/9d79b556140ffe7d6c2cf120b653962c.mp4
137812,Calf Stretch with Rope,Stretching,Calves,Rope,Male,"Gastrocnemius, Soleus",,https://gymvisual.com/modules/productmedia/uploads/ace9addfde476ca41f7ac020fbc0f261.mp4
137912,Dumbbell Seated Calf Raise,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/cd9568d55e679b9900dc545445b55ff7.mp4
138012,Dumbbell Seated One Leg Calf Raise   Hammer Grip,Strength,Calves,Dumbbell,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/13801201dumbbellseatedonelegcalfraisehammergripcview.mp4
138312,Hack Calf Raise,Strength,Calves,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/13831201hackcalfraisecalvesview.mp4
138512,Lever Seated Squat Calf Raise on Leg Press Machine,Strength,Thighs,Leverage machine,Male,"Gastrocnemius, Quadriceps","Gluteus Maximus, Hamstrings, Soleus",
138612,One Leg Donkey Calf Raise,Strength,Calves,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/13861201onelegdonkeycalfraisecalvesview.mp4
138712,One Leg Floor Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/03318259faea7dc3a01e5cf287b8d516.mp4
138812,Peroneals Stretch,Stretching,Calves,Body weight,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/ad0704bcaf6d1a63e94754cd9166b03a.mp4
139012,Seated Calf Stretch (male),Stretching,Calves,Body weight,Male,"Gastrocnemius, Splenius, Tibialis Anterior",,https://gymvisual.com/modules/productmedia/uploads/897562f60e1a560bc832f6ff2ac8028c.mp4
139112,Sled Calf Press On Leg Press,Strength,Calves,Sled machine,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/f17f669bd00d0e36dcd86d00b2a34913.mp4
139312,Smith One Leg Floor Calf Raise,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/3db72edbb5e5342568e48b77f566221b.mp4
139412,Smith Reverse Calf Raises,Strength,Calves,Smith machine,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/8a149864f1e0112298d2e8d67ab931e0.mp4
139812,Standing Gastrocnemius Calf Stretch,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",,https://gymvisual.com/modules/productmedia/uploads/497df911542de367cc6870f5a6ed7999.mp4
139912,Bench dip on floor,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/4001bc2e7e400bb1dd7cfa89c0b444b8.mp4
140012,Squat Side kick (female),Aerobic,Hips,Body weight,Female,"Gluteus Maximus, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Pectineous, Soleus",https://gymvisual.com/modules/productmedia/uploads/6ae977b194ee73bdb214895beca996fa.mp4
140212,L-sit,Strength,Waist,Body weight,Female,"Iliopsoas, Quadriceps, Rectus Abdominis, Tensor Fasciae Latae, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/69929a05fac1aff686afeafd678f99a3.mp4
140312,Neck Side Stretch,Stretching,Neck,Body weight,Male,Levator Scapulae,,https://gymvisual.com/modules/productmedia/uploads/bb060b957515424c95c3da4516242c48.mp4
140512,Back Pec Stretch,Stretching,"Back, Chest",Body weight,Male,"Latissimus Dorsi, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Teres Major",,https://gymvisual.com/modules/productmedia/uploads/53d0c7af2fa1bf42a8b4dcb4e88596fb.mp4
140712,Calf Push Stretch With Hands Against Wall,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus",,https://gymvisual.com/modules/productmedia/uploads/14071201calfpushstretchwithhandsagainstwallcalvesview.mp4
141012,Barbell Lateral Lunge,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/5eee376a4c9fd351282ebc1a84fa2abd.mp4
141112,Barbell Palms Down Wrist Curl Over A Bench,Strength,Forearms,Barbell,Male,Wrist Extensors,,https://gymvisual.com/modules/productmedia/uploads/85a135981be803de191bbce2fcccbff4.mp4
141412,Dumbbell One Arm Reverse Preacher Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/14141201dumbbellonearmreversepreachercurlforearmsview.mp4
141512,Dumbbell One Arm Seated Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,,https://gymvisual.com/modules/productmedia/uploads/14151201dumbbellonearmseatedneutralwristcurlforearmview.mp4
141712,Exercise Ball One Legged Diagonal Kick Hamstring Curl,Strength,Hips,Stability ball,Male,Gluteus Maximus,"Gastrocnemius, Sartorius",https://gymvisual.com/modules/productmedia/uploads/14171201exerciseballoneleggeddiagonalkickhamstringcview.mp4
141912,Iron Cross Stretch,Stretching,Hips,Body weight,Male,Gluteus Medius,"Obliques, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/a38bd53b989ee81bf07b4a6ed0bdf00d.mp4
142212,Pelvic Tilt Into Bridge,Stretching,Hips,Body weight,Male,Gluteus Maximus,"Hamstrings, Latissimus Dorsi",
142312,Reverse Hyper on Flat Bench,Strength,Hips,Body weight,Male,Gluteus Maximus,Hamstrings,
142412,Seated Glute Stretch,Stretching,Hips,Body weight,Male,Gluteus Maximus,,https://gymvisual.com/modules/productmedia/uploads/14241201seatedglutestretchhipsview.mp4
142512,Sled 45 degrees One Leg Press,Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/0089fbe1908734b16907ce415ee14799.mp4
142812,Wrist Circles,Strength,Forearms,Body weight,Male,"Wrist Extensors, Wrist Flexors",,https://gymvisual.com/modules/productmedia/uploads/7cc7dfbe07209cd53bf98eb76cc81361.mp4
142912,Wide-Grip Pull-Up,Strength,Back,Body weight,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",
143012,Chest Dip (on dip pull-up cage),Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/81d32cb0a88906c6ba00cbc8befe867c.mp4
143112,Lever Assisted Standing Chin-up,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/14311201leverassistedstandingchinupbackview.mp4
143312,Smith Front Squat (Clean Grip),Strength,Thighs,Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/14331201smithfrontsquatcleangripthighsview.mp4
143412,Smith Low Bar Squat,Strength,"Hips, Thighs",Smith machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/39b8291bd9abe63833e397ee87fb3adc.mp4
143512,Barbell Low Bar Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/2d43d29561ee0bb43686fe24eb995875.mp4
143612,Barbell High Bar Squat,Strength,Thighs,Barbell,Male,,,https://gymvisual.com/modules/productmedia/uploads/14361201barbellhighbarsquatthighsview.mp4
143812,Kettlebell Seated Two Arm Military Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/14381201kettlebellseatedtwoarmmilitarypressshouldersview.mp4
144012,Plank arm lifts (female),Strength,"Back, Waist",Body weight,Female,Rectus Abdominis,Latissimus Dorsi,https://gymvisual.com/modules/productmedia/uploads/14401201plankarmliftsfemalebackfixview.mp4
145112,Lever Seated Dip,Strength,Upper Arms,Leverage machine,Male,Triceps Brachii,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/cc5028f9b1c6c2a68405549fa4f9fa9d.mp4
145212,Lever Seated Crunch,Strength,Waist,Leverage machine,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/c8f4b6ded27011d7430988129d2cb2be.mp4
145312,Lever Seated Twist,Strength,Waist,Leverage machine,Male,Obliques,,https://gymvisual.com/modules/productmedia/uploads/d07a8c5c84a5c4f21f2e54d840e71e50.mp4
145412,Lever Seated Shoulder Press,Strength,Shoulders,Leverage machine,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/1d531ac50f334f26b58a5b573606f74e.mp4
145612,Barbell Standing Close Grip Military Press,Strength,Shoulders,Barbell,Male,"Deltoid Anterior, Triceps Brachii","Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",
145712,Barbell Standing Wide Military Press,Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",
145812,EZ Barbell Seated Curls,Strength,Upper Arms,EZ Barbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/14581205preview.mp4
145912,Dumbbell Romanian Deadlift,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Hamstrings","Quadriceps, Soleus",https://gymvisual.com/modules/productmedia/uploads/14591201dumbbellromaniandeadlifthipsfixview.mp4
146012,Walking Lunge,Aerobic,Hips,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/14601201walkinglungemalehipsfixview.mp4
